fid,DOI,저자,연도,제목,데이터베이스,검토자1,검토자2,마지막검토일,중복여부,포함여부,배제사유키워드,배제사유내용,다음단계여부
1327,10.1007/s41062-025-02334-x,"Goyal, K|Biswas, R",2025,Suitability analysis for Blue Green Infrastructure in urban area: Delhi,N/A,,,,Y,N,N/A,N/A,배제
1328,10.3390/f14071396,"Jiang, YF|Liu, YQ|Sun, YC|Li, XH",2023,Distribution of CO2 Concentration and Its Spatial Influencing Indices in Urban Park Green Space,N/A,,,,Y,N,N/A,N/A,배제
1329,10.1590/2175-3369.015.e20220076,"Teixeira, CFB|Gifford, R",2023,(In)Visible factors affecting people in the spatial appropriation process of urban green spaces in Brazil,N/A,,,,N,N,열환경지표 없음,도시 광장과 녹지의 공간구성·식생과 인간행동의 공간적 점유를 정성적으로 다루지만 지표온도·열섬강도·보행자 열쾌적성 등 도시 온열환경 지표를 측정·보고하지 않아 제외함.,배제
1330,10.3390/buildings13092329,"Lin, JY|Jiang, SL|Zhang, SY|Yang, SY|Ji, WL|Li, WZ",2023,Thermal Comfort in Urban Open Green Spaces: A Parametric Optimization Study in China's Cold Region,N/A,,,,Y,N,N/A,N/A,배제
1331,10.1016/j.buildenv.2025.113100,"Su, Y|Wang, YX|Huang, ZY|Peng, TT|Han, Y|Wang, WJ|Meng, QL|Saimaiti, A",2025,"Optimization strategies for outdoor thermal comfort at urban core transportation hub in summer--A case of Turpan Station, China",N/A,,,,Y,N,N/A,N/A,배제
1332,10.3390/pr10040682,"Shiu, JH|Huang, YC|Lu, ZT|Jien, SH|Wu, ML|Wu, YT",2022,Biochar-Based Compost Affects Bacterial Community Structure and Induces a Priming Effect on Soil Organic Carbon Mineralization,N/A,,,,N,N,열환경지표 비해당;주제는 토양·미생물,도시지역이지만 토양개량 효과(토양성상·세균군집)만 평가하여 녹지 형태/구성 변수가 아니며 지표온도·열섬강도·열쾌적성 등 도시 온열지표를 다루지 않음,배제
1333,10.5334/bc.598,"Lopez-Ordoñez, C|Garcia-Nevado, E|Coch, H|Morganti, M",2025,Heat stress in social housing districts: tree cover-built form interaction,N/A,,,,Y,N,N/A,N/A,배제
1334,10.1016/j.envres.2024.118115,"Robinson, JM|Breed, AC|Camargo, A|Redvers, N|Breed, MF",2024,Biodiversity and human health: A scoping review and examples of underrepresented linkages,N/A,,,,N,N,도시연구아님 열지표없음 녹지구성아님,도시지역 한정 연구가 아니며 생물다양성과 건강 전반을 다루는 범위검토로서 녹지 형태나 구성 변수 중심이 아니고 결과변수에 도시 온열환경 지표를 다루지 않음,배제
1335,10.1016/j.ufug.2024.128338,"Wang, YS|Ouyang, WL|Zhang, JQ",2024,Matching supply and demand of cooling service provided by urban green and blue space,N/A,,,,Y,N,N/A,N/A,배제
1336,10.3390/f15020285,"An, LW|Liu, GF|Hou, ML",2024,The Application of Geographic Information System in Urban Forest Ecological Compensation and Sustainable Development Evaluation,N/A,,,,Y,N,N/A,N/A,배제
1337,10.6093/1970-9870/11163,[Anonymous],2025,An innovative tool for supporting urban policies: assessing the health of mediterranean urban greenery with portable optical technologies and vegetation metrics,N/A,,,,N,N,열환경지표아님; 식생생리평가,도시와 녹지 관련 연구지만 결과변수가 지표온도·열섬강도·열쾌적성 등 열환경 지표가 아님; 엽록소·폴리페놀·카로티노이드 등 식생 생리만 평가; 열환경 분석은 향후 연구로만 언급,배제
1338,10.1016/j.measurement.2020.108212,"Widiastuti, R|Zaini, J|Caesarendra, W",2020,Field measurement on the model of green facade systems and its effect to building indoor thermal comfort,N/A,,,,Y,N,N/A,N/A,배제
1339,10.1371/journal.pone.0288774,"Hwang, B|Sou, HD|Oh, JH|Park, CR",2023,"Cooling effect of urban forests on the urban heat island in Seoul, South Korea",N/A,,,,N,Y,N/A,N/A,진행
1340,10.1016/j.ufug.2021.127440,"von Döhren, P|Haase, D",2022,"Geospatial assessment of urban ecosystem disservices: An example of poisonous urban trees in Berlin, Germany",N/A,,,,Y,N,N/A,N/A,배제
1341,10.1016/j.buildenv.2025.113745,"Wu, ZF|Qiu, Y|Ren, Y",2025,Pervious surface fraction threshold and quantile-based optimization: A novel framework for heat mitigation in high-density urban areas,N/A,,,,Y,N,N/A,N/A,배제
1342,10.1016/j.rse.2025.114867,"Zhou, SQ|Yu, ZW|Wu, WB|Yang, WJ|Zhang, YJ|Hao, YY|Yuan, Q|Xu, DF|Hu, JY|Zhao, B",2025,Quantifying cumulative cooling threshold of greenspaces using a newly developed 3D model across global cities,N/A,,,,Y,N,N/A,N/A,배제
1343,10.1016/j.uclim.2024.101859,"Yamaguchi, K|Takane, Y|Ihara, T",2024,Climate change adaptation and mitigation potential of EVs in Tokyo metropolitan area,N/A,,,,Y,N,N/A,N/A,배제
1344,10.3390/su11195396,"Yu, Y|Xu, H|Wang, XH|Wen, JH|Du, SQ|Zhang, M|Ke, Q",2019,"Residents' Willingness to Participate in Green Infrastructure: Spatial Differences and Influence Factors in Shanghai, China",N/A,,,,N,N,도시연구이나 GI 참여의향 연구·온열지표 없음,도시지역 상하이 대상이나 주제는 녹색인프라 참여의향 및 영향요인 분석으로 결과변수는 인식·참여의사이며 지표온도·열섬강도·열쾌적성 등 도시 온열환경 지표를 다루지 않아 제외,배제
1345,10.1016/j.uclim.2021.100979,"Shi, R|Hobbs, BF|Zaitchik, BF|Waugh, DW|Scott, AA|Zhang, YM",2021,"Monitoring intra-urban temperature with dense sensor networks: Fixed or mobile? An empirical study in Baltimore, MD",N/A,,,,N,N,녹지 변수 미포함,도시와 온열지표(UHI/UHA)를 다루지만 연구 초점이 센서 네트워크 설계/비교에 있어 녹지 형태·구성 변수와의 관계를 분석하지 않으므로 포함 기준(녹지 변수) 불충족,배제
1346,10.1016/j.landurbplan.2016.08.016,"Bodnaruk, EW|Kroll, CN|Yang, Y|Hirabayashi, S|Nowak, DJ|Endreny, TA",2017,Where to plant urban trees? A spatially explicit methodology to explore ecosystem service tradeoffs,N/A,,,,Y,N,N/A,N/A,배제
1347,10.1016/j.uclim.2025.102356,"Wang, ZQ|Liu, YK|Wang, TY|Tang, SY|Wu, XF",2025,Supply and demand analysis of urban thermal environments regulation services from an accessibility perspective: A coupled thermal risk and green space cooling assessment model,N/A,,,,N,Y,N/A,N/A,진행
1348,10.1016/j.scs.2022.103993,"Kandelan, SN|Yeganeh, M|Peyman, S|Panchabikesan, K|Eicker, U",2022,Environmental study on greenery planning scenarios to improve the air quality in urban canyons,N/A,,,,Y,N,N/A,N/A,배제
1349,10.3390/su10124388,"Kazak, JK|Chruscinski, J|Szewranski, S",2018,The Development of a Novel Decision Support System for the Location of Green Infrastructure for Stormwater Management,N/A,,,,N,N,열환경 지표 아님 우수관리 중심,도시지역과 녹지 인프라를 다루지만 결과는 우수 저류 및 축적량 등 수문 지표이며 지표온도 열섬 보행자 열쾌적성 같은 도시 열환경 지표를 다루지 않아 포함 기준에 부합하지 않습니다,배제
1350,10.3390/rs9101066,"Yang, CB|He, XY|Yu, LX|Yang, JC|Yan, FQ|Bu, K|Chang, LP|Zhang, SW",2017,The Cooling Effect of Urban Parks and Its Monthly Variations in a Snow Climate City,N/A,,,,N,Y,N/A,N/A,진행
1351,N/A,"Stojanovic, N|Tesic, M|Petrovic, J|Corovic, D|Vukmirovic, M|Lisica, A|Petrovic, U",2020,THE EFFECT OF ROADSIDE GREEN SPACES ON WIND SPEED REDUCTION IN THE URBAN ENVIRONMENT,N/A,,,,N,N,결과변수 풍속 열환경 지표 아님,도시와 녹지 변수는 맞지만 결과가 풍속 저감으로 한정되어 있음 도시 온열환경 지표인 지표온도 열섬강도 열쾌적성 등을 다루지 않음,배제
1352,10.1016/j.catena.2020.104910,"Halecki, W|Stachura, T",2021,Evaluation of soil hydrophysical parameters along a semiurban small river: Soil ecosystem services for enhancing water retention in urban and suburban green areas,N/A,,,,Y,N,N/A,N/A,배제
1353,10.1016/j.buildenv.2022.109441,"Zhou, Y|Zhao, HL|Mao, SC|Zhang, GL|Jin, YL|Luo, YC|Huo, W|Pan, ZH|An, PL|Lun, F",2022,Studies on urban park cooling effects and their driving factors in China: Considering 276 cities under different climate zones,N/A,,,,N,Y,N/A,N/A,진행
1354,10.1890/14-2063,"Johnson, LR|Handel, SN",2016,Restoration treatments in urban park forests drive long-term changes in vegetation trajectories,N/A,,,,N,N,열환경지표없음,도시 공원 숲 복원이 식생 구조·종조성·침입종 감소 등을 다루며 지표온도·열섬강도·열쾌적성 등 도시 온열환경 지표를 측정하지 않아 제외함.,배제
1355,10.3389/frsc.2023.1281430,"Pandey, B|Ghosh, A",2023,Urban ecosystem services and climate change: a dynamic interplay,N/A,,,,N,N,광범위리뷰/열환경지표미특화/녹지구성변수미명확,도시를 다루지만 녹지 형태·구성 변수를 중심으로 한 실증 연구가 아니며 도시 온열환경 지표를 명확한 결과변수로 다루지 않는 서술적 종설로 포함 기준에 부합하지 않음,배제
1356,10.3390/buildings12070944,"Yu, HM|Fukuda, H|Zhou, MY|Ma, X",2022,Improvement Strategies for Microclimate and Thermal Comfort for Urban Squares: A Case of a Cold Climate Area in China,N/A,,,,N,Y,N/A,N/A,진행
1357,10.3897/natureconservation.70.23017,"Zhang, P|Wang, N|Yang, LW|Zhang, X|Liu, Q",2020,Evaluation and sensitivity analysis of the ecosystem service functions of haze absorption by green space based on its quality in China,N/A,,,,N,N,도시대상 아님; 결과변수 열환경 아님,연구대상은 중국 전역의 녹지로 도시지역 특화가 아니며 주제는 녹지 질·구성 관련이지만 결과변수는 SO2/NOx/먼지 등 하제(대기오염) 흡수로 도시 온열환경 지표를 다루지 않음,배제
1358,10.1016/j.ufug.2024.128527,"Yazdi, H|Moser-Reischl, A|Rötzer, T|Petzold, F|Ludwig, F",2024,Machine learning-based prediction of tree crown development in competitive urban environments,N/A,,,,Y,N,N/A,N/A,배제
1359,10.1007/s10661-020-08601-x,"Govind, NR|Ramesh, H",2020,Exploring the relationship between LST and land cover of Bengaluru by concentric ring approach,N/A,,,,Y,N,N/A,N/A,배제
1360,10.1016/j.buildenv.2023.109995,"Li, RB|Zeng, FX|Zhao, Y|Wu, Y|Niu, JL|Wang, L|Gao, NP|Shi, X",2023,CFD simulations of the tree effect on the outdoor microclimate by coupling the canopy energy balance model,N/A,,,,N,Y,N/A,N/A,진행
1361,10.1016/j.scs.2022.104376,"Zhou, HX|Xu, C|Pu, HT|Nie, YX|Sun, J",2023,Influence of urban surface compositions on outdoor thermal environmental parameters on an urban road: A combined two-aspect analysis,N/A,,,,N,Y,N/A,N/A,진행
1362,10.1016/j.jclepro.2021.128458,"Abuseif, M|Dupre, K|Michael, RN",2021,The effect of green roof configurations including trees in a subtropical climate: A co-simulation parametric study,N/A,,,,Y,N,N/A,N/A,배제
1363,10.1038/s41598-025-98249-9,"Wang, L|Wang, WJ|Tang, F|Xu, HQ",2025,Optimizing urban park cooling effects requires balancing morphological design and landscape structure,N/A,,,,N,Y,N/A,N/A,진행
1364,10.3390/su17073026,"Xi, H|Li, YT|Hou, WJ",2025,Impact of Environmental Factors on Summer Thermal Comfort of Ribbon Waterfront Park in Hot Summer and Cold Winter Regions: A Case Study of Hefei,N/A,,,,Y,N,N/A,N/A,배제
1365,10.1016/j.scs.2023.104918,"Yang, F|Yousefpour, R|Zhang, Y|Wang, HC",2023,The assessment of cooling capacity of blue-green spaces in rapidly developing cities: A case study of Tianjin's central urban area,N/A,,,,N,Y,N/A,N/A,진행
1366,10.3390/f13071086,"Zhang, XG|Lei, YK|Li, R|Ackerman, A|Guo, N|Li, YH|Yang, QS|Liu, Y",2022,Research on Thermal Comfort of Underside of Street Tree Based on LiDAR Point Cloud Model,N/A,,,,Y,N,N/A,N/A,배제
1367,10.1186/s12890-023-02359-x,"Gou, AP|Tan, GZ|Ding, XB|Wang, JB|Jiao, Y|Gou, CY|Tan, Q",2023,"Spatial association between green space and COPD mortality: a township-level ecological study in Chongqing, China",N/A,,,,N,N,결과변수-도시열아님; 연구지역-도시한정아님,COPD 사망을 결과로 한 생태학 연구로 도시 열환경 지표를 다루지 않으며 연구범위도 충칭 전역의 읍·면·동 단위로 도시지역만을 대상으로 하지 않음,배제
1368,10.26565/2410-7360-2025-62-12,"Genisy rek, F|Niemets, L|Sahin, MT|Sehida, K",2025,"Environmental impacts of urban development and sustainable landscape management: the case of Muratpasa, Antalya",N/A,,,,N,N,도시 온열환경 지표 부재,도시지역 연구이며 녹지 분포와 토지이용 변화 및 탄소배출을 분석하나 결과변수에 지표온도 열섬강도 등 도시 온열환경 지표가 없어 제외,배제
1369,10.3390/su14073906,"Duan, YF|Li, SH",2022,Study of Different Vegetation Types in Green Space Landscape Preference: Comparison of Environmental Perception in Winter and Summer,N/A,,,,Y,N,N/A,N/A,배제
1370,10.3390/su12114375,"Xu, N|Luo, JC|Zuo, J|Hu, XD|Dong, J|Wu, TJ|Wu, SL|Liu, H",2020,Accurate Suitability Evaluation of Large-Scale Roof Greening Based on RS and GIS Methods,N/A,,,,N,N,도시 및 녹지 해당이나 열환경 지표 없음,도시지역 대상이며 녹지 형태 관련 연구이나 결과변수는 옥상녹화 적합도와 민감도이며 지표온도·열섬강도·열쾌적성 등 도시 온열환경 지표를 다루지 않음,배제
1371,10.1016/j.scs.2024.105441,"Jun, MJ|Park, Y|Lee, JW|Kang, SY|Barquilla, CA|Yun, MY|Lee, JH|Gu, Y",2024,Linkages between urban growth and land surface temperature variations in the Seoul metropolitan area: A spatial first-order difference approach,N/A,,,,N,Y,N/A,N/A,진행
1372,10.1016/j.landurbplan.2010.05.006,"Bowler, DE|Buyung-Ali, L|Knight, TM|Pullin, AS",2010,Urban greening to cool towns and cities: A systematic review of the empirical evidence,N/A,,,,N,Y,N/A,N/A,진행
1373,10.1016/j.ecolind.2024.112842,"Guo, NN|Liang, XB",2024,"Robustness assessment of urban cold island network based on green infrastructure-A case study of Bengbu, China",N/A,,,,Y,N,N/A,N/A,배제
1374,10.3390/su16229938,"Fu, MZ|Ban, KJ|Jin, L|Wu, D",2024,"How Urban Street Spatial Composition Affects Land Surface Temperature in Areas with Different Population Densities: A Case Study of Zhengzhou, China",N/A,,,,Y,N,N/A,N/A,배제
1375,10.1016/j.uclim.2020.100746,"Teixeira, CFB",2021,Green space configuration and its impact on human behavior and URBAN environments,N/A,,,,Y,N,N/A,N/A,배제
1376,10.1016/j.scs.2025.106337,"Ramsay, EE|Wang, Y|Masoudi, M|Chai, MW|Yin, TG|Hamel, P",2025,Assessing a decision-support tool to estimate the cooling potential and economic savings from urban vegetation in Singapore,N/A,,,,Y,N,N/A,N/A,배제
1377,10.3390/buildings12101705,"Salonen, T|Hollands, J|Sesto, E|Korjenic, A",2022,Thermal Effects of Vertical Greening in Summer: An Investigation on Evapotranspiration and Shading of Facade Greening in Vienna,N/A,,,,N,Y,N/A,N/A,진행
1378,10.1088/1748-9326/ac12f2,"Alonzo, M|Baker, ME|Gao, YM|Shandas, V",2021,Spatial configuration and time of day impact the magnitude of urban tree canopy cooling,N/A,,,,Y,N,N/A,N/A,배제
1379,N/A,"Anisimova, S",2023,ANALYSIS OF THE DENDROFLORISTIC COMPOSITION OF URBAN STREET TREE PLANTINGS IN SOFIA,N/A,,,,N,N,열환경 지표 미측정,도시 가로수 다양성과 종조성 인벤토리 연구로 연구대상은 도시 및 녹지 구성 변수이지만 LST·열섬강도·열쾌적성 등 도시 온열환경 결과변수를 측정하거나 분석하지 않음,배제
1380,10.1016/j.ecolind.2024.113027,"Karan, SK|Borchsenius, BT|Debella-Gilo, M|Rizzi, J",2025,Mapping urban green structures using object-based analysis of satellite imagery: A review,N/A,,,,N,N,열환경 지표 부재,도시지역의 녹지 매핑 방법론 리뷰로 분류·세그먼테이션·정확도에 초점이며 LST·UHI·열쾌적성 등 온열환경 지표를 결과로 다루지 않아 제외,배제
1381,10.3390/su9071199,"Li, JH|Fang, W|Wang, T|Qureshi, S|Alatalo, JM|Bai, Y",2017,"Correlations between Socioeconomic Drivers and Indicators of Urban Expansion: Evidence from the Heavily Urbanised Shanghai Metropolitan Area, China",N/A,,,,Y,N,N/A,N/A,배제
1382,10.3389/fbuil.2021.622382,"Setiawati, MD|Jarzebski, MP|Gomez-Garcia, M|Fukushi, K",2021,Accelerating Urban Heating Under Land-Cover and Climate Change Scenarios in Indonesia: Application of the Universal Thermal Climate Index,N/A,,,,Y,N,N/A,N/A,배제
1383,10.1016/j.jenvman.2025.127369,"Qin, JH|Wang, QX|Li, WL",2025,Incorporating regional green spaces into greenspace exposure assessment: A nationwide study of 244 Chinese cities,N/A,,,,Y,N,N/A,N/A,배제
1384,10.1016/j.buildenv.2023.110225,"Li, YL|Ouyang, WL|Yin, S|Tan, Z|Ren, C",2023,Microclimate and its influencing factors in residential public spaces during heat waves: An empirical study in Hong Kong,N/A,,,,Y,N,N/A,N/A,배제
1385,10.1016/j.scs.2023.104615,"Ren, JL|Shi, KZ|Kong, XF|Zhou, HZ",2023,"On-site measurement and numerical simulation study on characteristic of urban heat island in a multi-block region in Beijing, China",N/A,,,,Y,N,N/A,N/A,배제
1386,10.3390/su17188093,"Peng, WJ|Dai, DK|Liu, FQ|Wang, X",2025,Spatiotemporal Heterogeneity and Socioeconomic Drivers of Landscape Patterns in High-Density Communities of Wuhan,N/A,,,,Y,N,N/A,N/A,배제
1387,10.1016/j.ufug.2025.129093,"Ahmed, H|Drescher, M|Parker, DC",2025,"Intermediary functions of landscape architects and non-profits in shaping green infrastructure within new residential developments in Ontario, Canada",N/A,,,,N,N,열지표부재;정책/행위자중심;질적인터뷰,도시 주거 개발의 RGI와 중개자 역할을 다루지만 열환경 지표(지표온도·열섬·열쾌적 등)를 다루지 않는 질적 인터뷰/프레임워크 연구이므로 제외합니다.,배제
1388,10.3390/su12103952,"Huang, JM|Chen, LC",2020,"A Numerical Study on Mitigation Strategies of Urban Heat Islands in a Tropical Megacity: A Case Study in Kaohsiung City, Taiwan",N/A,,,,N,Y,N/A,N/A,진행
1389,10.1016/j.landurbplan.2015.08.014,"Pandey, AK|Pandey, M|Tripathi, BD",2015,Air Pollution Tolerance Index of climber plant species to develop Vertical Greenery Systems in a polluted tropical city,N/A,,,,N,N,열환경 지표 부재; 공기오염 내성 연구,도시와 녹화시스템을 다루지만 결과변수는 APTI 등 오염 관련 지표이며 도시 열환경 지표는 평가하지 않음,배제
1390,10.1016/j.ecolind.2019.105592,"Charoenkit, S|Piyathamrongchai, K",2019,A review of urban green spaces multifunctionality assessment: A way forward for a standardized assessment and comparability,N/A,,,,N,N,도시녹지 다기능성 리뷰·온열지표 비포함,도시지역을 다루지만 주제는 ES 다기능성 평가 표준화이며 결과변수로 지표온도·열섬강도·열쾌적성 등 도시 온열환경 지표를 직접 평가하지 않아 스크리닝 기준과 불일치,배제
1391,10.6092/1970-9870/7143,"Lai, S|Leone, F|Zoppi, C",2020,"Land surface temperature and land cover dynamics. A study related to Sardinia, Italy",N/A,,,,N,Y,N/A,N/A,진행
1392,10.2166/wcc.2010.035,"Charlesworth, SM",2010,A review of the adaptation and mitigation of global climate change using sustainable drainage in cities,N/A,,,,N,Y,N/A,N/A,진행
1393,10.1007/s00024-025-03787-y,"Toy, S|Eren, Z",2025,Spatial Analysis of Sensitive Urban Zones to UHI Formation Through the Parametrization of Urban Features,N/A,,,,Y,N,N/A,N/A,배제
1394,10.1007/s40808-023-01739-w,"Agbelade, AD|Akinyemi, TC|Ojerinde, GE",2023,Modeling and assessing the variation of land surface temperature as determinants to normalized difference vegetation index and land cover changes in Nigerian cities,N/A,,,,Y,N,N/A,N/A,배제
1395,10.3390/land14101944,"Qin, JC|Zhang, YX|Wang, JQ",2025,Synergistic Response of Blue and Green Spaces as Urban Cooling Source to Extreme Heatwaves,N/A,,,,Y,N,N/A,N/A,배제
1396,10.1016/j.buildenv.2025.113361,"Zhong, Z|Ma, Q|Fang, XN|Kong, LQ|Cao, Q|Liu, LM|Zhou, R|Du, SQ",2025,Who are marginalized? Unequal distribution of urban street shading in Shanghai,N/A,,,,Y,N,N/A,N/A,배제
1397,10.3390/s25175380,"Hoang, ND",2025,"Machine Learning Approaches for Geospatial Modeling of Urban Land Surface Temperature: Assessing Geographical Compactness, Interpretability, and Causal Inference",N/A,,,,Y,N,N/A,N/A,배제
1398,10.1127/0941-2948/2013/0384,"Franck, U|Krüger, M|Schwarz, N|Grossmann, K|Röder, S|Schlink, U",2013,Heat stress in urban areas: Indoor and outdoor temperatures in different urban structure types and subjectively reported well-being during a heat wave in the city of Leipzig,N/A,,,,N,Y,N/A,N/A,진행
1399,10.1016/j.buildenv.2022.109145,"Firozjaei, MK|Kiavarz, M|Alavipanah, SK",2022,Impact of surface characteristics and their adjacency effects on urban land surface temperature in different seasonal conditions and latitudes,N/A,,,,N,Y,N/A,N/A,진행
1400,10.1016/j.ufug.2021.127016,"Nelson, JR|Grubesic, TH|Miller, JA|Chamberlain, AW",2021,"The equity of tree distribution in the most ruthlessly hot city in the United States: Phoenix, Arizona",N/A,,,,N,N,온열지표결과부재,도시 피닉스에서 가로수 분포와 사회 및 환경 상관을 분석하는 연구로 녹지 구성 변수는 있으나 지표온도나 열섬강도 등 도시 온열환경 지표를 결과로 사용하지 않아 포함 기준 미충족,배제
1401,10.1016/j.cities.2025.106006,"Wang, ZY|Shi, PJ|Shi, J|Zhang, XB|Liu, Y",2025,Research on the relationship between urban space and ecological environment evolution at the grid scale: a case study of Lanzhou City,N/A,,,,Y,N,N/A,N/A,배제
1402,10.24425/tkuia.2022.144844,"Dudzic-Gyurkovich, K|Poklewski-Koziell, D|Duarte, CM",2022,ACCESSIBILITY OF URBAN GREEN SPACES IN THE CITY: REVIEW OF SELECTED METHODOLOGIES FOR MEASURING ACCESSIBILITY INDICES,N/A,,,,N,N,열환경 지표 아님; 방법론 리뷰,도시와 UGS를 다루지만 결과변수는 접근성 지수이며 도시 온열환경 지표(열섬강도·지표온도·보행자 열쾌적성) 분석이 없음; 또한 문헌 리뷰 성격임,배제
1403,10.3390/plants14162457,"Sun, QY|Li, DC|Tang, XL|Ren, YJ",2025,"Vegetation-Specific Cooling Responses to Compact Urban Development: Evidence from a Landscape-Based Analysis in Nanjing, China",N/A,,,,Y,N,N/A,N/A,배제
1404,10.3390/land14081541,"Xuan, JN|Li, S|Huang, C|Zhang, XL|Mao, R",2025,"Spatiotemporal Dynamics of Heat-Related Health Risks of Elderly Citizens in Nanchang, China, Under Rapid Urbanization",N/A,,,,Y,N,N/A,N/A,배제
1405,10.3390/rs16183528,"Tai, ZG|Su, XK|Shen, WJ|Wang, TY|Gu, CF|He, JY|Huang, CQ",2024,"Identification of Spatial Distribution of Afforestation, Reforestation, and Deforestation and Their Impacts on Local Land Surface Temperature in Yangtze River Delta and Pearl River Delta Urban Agglomerations of China",N/A,,,,Y,N,N/A,N/A,배제
1406,10.1016/j.ecolind.2025.113489,"Liu, H|An, WY|Przybysz, A|Hao, DY|Sun, YM|Song, JZ|Sui, JY|Sun, JH|Zhu, CY",2025,Multivariate geostatistical methods for analysing the contribution of urban lakes and neighbouring greenery to mitigating PM2.5 under stressor indicators,N/A,,,,Y,N,N/A,N/A,배제
1407,10.3897/oneeco.6.e65706,"Schmidt, K|Walz, A",2021,"Ecosystem-based adaptation to climate change through residential urban green structures: co-benefits to thermal comfort, biodiversity, carbon storage and social interaction",N/A,,,,Y,N,N/A,N/A,배제
1408,10.5751/ES-13303-270320,"Treglia, ML|McPhearson, T|Sanderson, EW|Yetman, G|Maxwell, EN",2022,"Examining the distribution of green roofs in New York City through a lens of social, and filters",N/A,,,,Y,N,N/A,N/A,배제
1409,10.1016/j.jobe.2019.100735,"Tien, PW|Calautit, JK",2019,"Numerical analysis of the wind and thermal comfort in courtyards ""skycourts"" in high rise buildings",N/A,,,,Y,N,N/A,N/A,배제
1410,10.3390/su13116457,"Addas, A|Maghrabi, A",2021,Role of Urban Greening Strategies for Environmental Sustainability-A Review and Assessment in the Context of Saudi Arabian Megacities,N/A,,,,Y,N,N/A,N/A,배제
1411,10.1080/13549839.2019.1703661,"Oh, JI|Kim, H|Sohn, D",2020,"Minority neighbourhoods and availability of green amenities: empirical findings from Seoul, South Korea",N/A,,,,N,N,열환경 지표 아님,도시지역과 녹지 변수를 다루지만 결과변수가 지표온도나 열섬강도 등 도시 온열환경 지표가 아니므로 제외,배제
1412,10.1016/j.buildenv.2023.110759,"Liu, ZX|Cheng, KY|Sinsel, T|Simon, H|Jim, CY|Morakinyo, TE|He, YY|Yin, S|Ouyang, WL|Shi, Y|Ng, E",2023,Modeling microclimatic effects of trees and green roofs/façades in ENVI-met: Sensitivity tests and proposed model library,N/A,,,,N,Y,N/A,N/A,진행
1413,10.3390/su17104347,"Zhang, YY|Shi, G|Feng, ZY|Zheng, ET|Chen, C|Li, XY|Yu, DF|Zhang, YP",2025,Study on the Relationship Between 3D Landscape Patterns and Residents' Comfort in Urban Multi-Unit High-Rise Residential Areas: A Case Study of High-Density Inland City,N/A,,,,Y,N,N/A,N/A,배제
1414,10.3390/rs9080777,"Liu, YXY|Yang, YP|Jing, WL|Yao, L|Yue, XF|Zhao, XD",2017,A New Urban Index for Expressing Inner-City Patterns Based on MODIS LST and EVI Regulated DMSP/OLS NTL,N/A,,,,Y,N,N/A,N/A,배제
1415,10.1016/j.uclim.2023.101604,"Zhong, TH|Zhang, N|Wang, B|Ma, XX|Wang, YW|Chen, Y",2023,Observed neighborhood-scale meteorology and air quality characteristics in downtown area of Nanjing,N/A,,,,Y,N,N/A,N/A,배제
1416,10.1016/j.scs.2021.103099,"Liu, S|Zhao, J|Xu, MF|Ahmadian, E",2021,Effects of landscape patterns on the summer microclimate and human comfort in urban squares in China,N/A,,,,N,Y,N/A,N/A,진행
1417,10.1016/j.scitotenv.2023.161463,"Xiao, Y|Piao, Y|Pan, C|Lee, DK|Zhao, B",2023,"Using buffer analysis to determine urban park cooling intensity: Five estimation methods for Nanjing, China",N/A,,,,N,Y,N/A,N/A,진행
1418,10.1016/j.envint.2021.106441,"Pascal, M|Goria, S|Wagner, V|Sabastia, M|Guillet, A|Cordeau, E|Mauclair, C|Host, S",2021,Greening is a promising but likely insufficient adaptation strategy to limit the health impacts of extreme heat,N/A,,,,Y,N,N/A,N/A,배제
1419,10.1061/(ASCE)WR.1943-5452.0001593,"Marks, NK|Hosseiny, H|Bill, VP|Ahn, KL|Crimmins, MC|Kremer, P|Smith, VB",2022,"Spatial Integration of Urban Runoff Modeling, Heat, and Social Vulnerability for Blue-Green Infrastructure Planning and Management",N/A,,,,N,N,녹지변수부재;열지표결과변수아님;취약성매핑중심,도시대상이지만 표면온도와 유출을 결합한 취약성지수 및 핫스팟 매핑이 중심이며 녹지의 형태·구성 변수를 독립변수로 분석하지 않고 녹지와 열환경 간 정량적 관계를 다루지 않아 스코프에 부합하지 않음,배제
1420,10.3390/f9040224,"Rui, LY|Buccolieri, R|Gao, Z|Ding, WW|Shen, JL",2018,"The Impact of Green Space Layouts on Microclimate and Air Quality in Residential Districts of Nanjing, China",N/A,,,,Y,N,N/A,N/A,배제
1421,10.3390/f14122458,"Ren, F|Xu, JY|Wu, Y|Li, T|Li, MY",2023,"Analysis of Eco-Environmental Quality of an Urban Forest Park Using LTSS and Modified RSEI from 1990 to 2020-A Case Study of Zijin Mountain National Forest Park, Nanjing, China",N/A,,,,Y,N,N/A,N/A,배제
1422,10.2478/sjce-2023-0027,"Zatovicova, M|Majorosova, M",2023,The Use of Vertical Gardens as a Network of Urban Navigation Elements with a Positive Impact on Biodiversity and Microclimate in a Dense Urban Environment,N/A,,,,N,N,열환경지표 부재; 설계제안 중심,도시지역과 녹지형태 수직정원을 다루지만 열환경 결과 지표 지표온도 열섬강도 열쾌적성 등을 측정 또는 모델링하지 않고 잠재 부지 매핑과 설계 제안에 그쳐 결과변수 기준을 충족하지 않음,배제
